Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width (px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch),Cluster ID,Screen to Body Ratio
The Medical Phone iCEphone,7/1/2009,2009.5,1661,0.062471389,0.004193611,0.265665143,0.09352518,0.12195122,0.103174603,0.148158254,0.319672131,0.110327133,0.029077361,0.032327586,0.283947501,0,3.29497578
TMN Bluebelt (ZTE Xiang),7/1/2009,2009.5,1662,0.062471389,0.031878203,0.263664231,0.057553957,0.089430894,0.103174603,0.162346521,0.266393443,0.037203335,0.009721003,0.017025862,0.295053004,0,2.45072048
Toshiba TG01 (Toshiba Tsunagi),7/1/2009,2009.5,1663,0.124973296,0.008388246,0.499771896,0.172661871,0.154471545,0.380952381,0.173260573,0.327868852,0.024374599,0.009699591,0.01487069,0.463149924,2,4.829209897
Unitech HT680,7/1/2009,2009.5,1664,0.062471389,0.008388246,0.259662406,0.071942446,0.056910569,0.142857143,0.132332879,0.495901639,0.1533034,0.050617733,0.056034483,0.259464917,0,1.840239276
Dopod Hero A6288 (HTC Hero 100),8/1/2009,2009.583333,1665,0.140598773,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.135607094,0.258196721,0.052918538,0.009892298,0.016163793,0.344522968,6,4.781955895
Dopod Touch Diamond S910 (HTC Diamond),8/1/2009,2009.583333,1666,0.093722343,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.121418827,0.217213115,0.033675433,0.003190373,0.010775862,0.620646138,1,4.58565472
Garmin-Asus nuvifone M20 4GB,8/1/2009,2009.583333,1667,0.062471389,0.062079576,0.263664231,0.079136691,0.154471545,0.301587302,0.125511596,0.189754098,0.042976267,0.004260968,0.008405172,0.610297829,1,5.251735879
HTC Hero A6265 (HTC Hero 130),8/1/2009,2009.583333,1668,0.140598773,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.135607094,0.258196721,0.052918538,0.009892298,0.016163793,0.344522968,6,4.781955895
Navon N650,8/1/2009,2009.583333,1669,0.031220435,0.001047635,0.197634121,0.237410072,0.154471545,0.119047619,0.347885402,0.159836066,0.069916613,0.033488213,0.03512931,0.166330136,0,11.95408478
Samsung GT-i8000 Omnia II M16 16GB,8/1/2009,2009.583333,1670,0.124973296,0.008388246,0.399726275,0.143884892,0.154471545,0.380952381,0.144884038,0.282786885,0.037203335,0.008479113,0.01487069,0.524230187,1,5.226311921
Samsung GT-i8000 Omnia II M2 2GB,8/1/2009,2009.583333,1671,0.124973296,0.008388246,0.399726275,0.143884892,0.154471545,0.380952381,0.144884038,0.282786885,0.037203335,0.008479113,0.01487069,0.524230187,1,5.226311921
T-Mobile HTC Touch Pro 2 US / Wing II (HTC Rhodium 210),8/1/2009,2009.583333,1672,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.071520205,0.015930454,0.027586207,0.538112065,1,5.146975619
T-Mobile MDA Compact V (HTC Topaz),8/1/2009,2009.583333,1673,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.125238745,0.249590164,0.051956382,0.008072287,0.012392241,0.626451287,1,4.797095867
T-Mobile MDA Vario V (HTC Rhodium 100),8/1/2009,2009.583333,1674,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.071520205,0.015930454,0.025646552,0.538112065,1,5.146975619
T-Mobile myTouch 3G (HTC Sapphire 300),8/1/2009,2009.583333,1675,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.134106412,0.262295082,0.04842848,0.008928763,0.012068966,0.344522968,6,4.759912916
AnyDATA ASP-705W,9/1/2009,2009.666667,1676,0.062471389,0.004193611,0.263664231,0.079136691,0.056910569,0.142857143,0.140518417,0.217213115,0.052597819,0.00867182,0.012931034,0.249116608,0,4.292103955
Casio Cassiopeia DT-5300 M50S,9/1/2009,2009.666667,1677,0.062471389,0.004193611,0.311686129,0.143884892,0.154471545,0.301587302,0.195088677,0.450819672,0.121231559,0.056955656,0.046336207,0.433619384,1,2.817145279
Casio Cassiopeia DT-5300 M50SC,9/1/2009,2009.666667,1678,0.062471389,0.004193611,0.311686129,0.143884892,0.154471545,0.301587302,0.195088677,0.450819672,0.121231559,0.056955656,0.044181034,0.433619384,1,2.817145279
Casio Cassiopeia DT-5300 M52S,9/1/2009,2009.666667,1679,0.062471389,0.004193611,0.311686129,0.143884892,0.154471545,0.301587302,0.195088677,0.450819672,0.121231559,0.056955656,0.045258621,0.433619384,1,2.817145279
Casio Cassiopeia DT-5300 M52SC,9/1/2009,2009.666667,1680,0.062471389,0.004193611,0.311686129,0.143884892,0.154471545,0.301587302,0.195088677,0.450819672,0.121231559,0.056955656,0.046336207,0.433619384,1,2.817145279
Datalogic Mobile J Series,9/1/2009,2009.666667,1681,0.062471389,0.008388246,0.259662406,0.129496403,0.056910569,0.142857143,0.227830832,0.520491803,0.140474663,0.161188789,0.129310345,0.17617365,3,2.208953599
Datalogic Mobile J Series Windows CE,9/1/2009,2009.666667,1682,0.062471389,0.008388246,0.259662406,0.129496403,0.056910569,0.142857143,0.227830832,0.520491803,0.140474663,0.161188789,0.129310345,0.17617365,3,2.208953599
General Mobile DSTL1 Imaginary,9/1/2009,2009.666667,1683,0.062471389,0.004193611,0.311686129,0.09352518,0.056910569,0.182539683,0.129604366,0.258196721,0.063502245,0.011284072,0.016163793,0.281423523,6,3.919756368
Getac PS236,9/1/2009,2009.666667,1684,0.062471389,0.004193611,0.402727644,0.129496403,0.154471545,0.301587302,0.225102319,0.528688525,0.1533034,0.092328116,0.094827586,0.464159515,1,1.816967561
Getac PS236 WWAN,9/1/2009,2009.666667,1685,0.062471389,0.004193611,0.402727644,0.129496403,0.154471545,0.301587302,0.225102319,0.528688525,0.1533034,0.092328116,0.094827586,0.464159515,1,1.816967561
HTC Snap CDMA (HTC Cedar),9/1/2009,2009.666667,1686,0.062471389,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.145975443,0.25,0.04425914,0.008928763,0.009698276,0.308430086,0,2.657829382
Lenovo Mobile O1 / Miro O1,9/1/2009,2009.666667,1687,0.062471389,0.249999232,0.311686129,0.129496403,0.089430894,0.222222222,0.156889495,0.274590164,0.037844772,0.013253967,0.021767241,0.507319536,1,1.792392192
Mio Moov V500,9/1/2009,2009.666667,1688,0.031220435,0.016777517,0.299680654,0.215827338,0.154471545,0.119047619,0.379263302,0.155737705,0.075048108,0.038798364,0.036637931,0.18525997,0,9.07133975
Mio Moov V700,9/1/2009,2009.666667,1689,0.031220435,0.016777517,0.299680654,0.381294964,0.284552846,0.222222222,0.517053206,0.231557377,0.060295061,0.059182494,0.056034483,0.22387683,3,10.53751644
Motorola MC9500-K CDMA,9/1/2009,2009.666667,1690,0.062471389,0.008388246,0.402727644,0.143884892,0.154471545,0.301587302,0.224829468,0.756557377,0.286722258,0.216452905,0.121336207,0.433619384,3,1.456629372
Motorola MC9500-K GSM,9/1/2009,2009.666667,1691,0.062471389,0.008388246,0.402727644,0.143884892,0.154471545,0.301587302,0.224829468,0.756557377,0.286722258,0.216452905,0.121336207,0.433619384,3,1.456629372
Nokia 5530 XpressMusic,9/1/2009,2009.666667,1692,0.062471389,0.004193611,0.216642789,0.086330935,0.105691057,0.301587302,0.115961801,0.225409836,0.04425914,0.00473203,0.01012931,0.532811711,1,4.29552207
Nokia N86-2 8MP,9/1/2009,2009.666667,1693,0.062471389,0.004193611,0.216642789,0.064748201,0.056910569,0.142857143,0.122510232,0.22295082,0.079538165,0.005331563,0.019181034,0.276627966,0,3.889746377
QiGi U86,9/1/2009,2009.666667,1694,0.062471389,0.004193611,0.311686129,0.107913669,0.12195122,0.103174603,0.135061392,0.229508197,0.043617704,0.006808984,0.011853448,0.257193337,6,6.136349774
QiGi V96,9/1/2009,2009.666667,1695,0.062471389,0.004193611,0.311686129,0.107913669,0.12195122,0.103174603,0.139154161,0.237704918,0.047466325,0.008350641,0.017241379,0.257193337,6,5.750494135
QiGi W96,9/1/2009,2009.666667,1696,0.062471389,0.004193611,0.311686129,0.107913669,0.12195122,0.103174603,0.139154161,0.237704918,0.047466325,0.008350641,0.017241379,0.257193337,6,5.750494135
QiGi W96 B,9/1/2009,2009.666667,1697,0.062471389,0.004193611,0.311686129,0.107913669,0.12195122,0.103174603,0.139154161,0.237704918,0.047466325,0.008350641,0.017241379,0.257193337,6,5.750494135
RoverPC Evo X8 (QiGi U86),9/1/2009,2009.666667,1698,0.062471389,0.004193611,0.311686129,0.107913669,0.056910569,0.182539683,0.135061392,0.229508197,0.043617704,0.006808984,0.011206897,0.257193337,6,5.066422113
Sprint Touch Pro2 T7380 (HTC Rhodium W),9/1/2009,2009.666667,1699,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.14324693,0.274590164,0.071840924,0.015909042,0.025862069,0.538112065,1,5.16658316
Stuart Hughes BlackBerry Bold 9000 Diamond,9/1/2009,2009.666667,1700,0.062471389,0.002096294,0.311686129,0.064748201,0.154471545,0.142857143,0.162346521,0.266393443,0.057087877,0.014731388,0.017241379,0.448258455,1,2.539375666
"Stuart Hughes iPhone 3GS 18ct Soild Rose Gold Diamond (Apple iPhone 2,1)",9/1/2009,2009.666667,1701,0.124973296,0.499999488,0.299680654,0.129496403,0.089430894,0.222222222,0.152796726,0.274590164,0.04425914,0.010748774,0.040948276,0.299343766,6,5.286102701
"Stuart Hughes iPhone 3GS Platinum & Diamond (Apple iPhone 2,1)",9/1/2009,2009.666667,1702,0.124973296,0.499999488,0.299680654,0.129496403,0.089430894,0.222222222,0.152796726,0.274590164,0.04425914,0.010748774,0.073275862,0.299343766,6,5.286102701
Verizon Touch Pro2 XV6875 (HTC Rhodium 500),9/1/2009,2009.666667,1703,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.154160982,0.267008197,0.071840924,0.017193756,0.024784483,0.538112065,1,4.937131121
Vodafone 360 H1,9/1/2009,2009.666667,1704,0.124973296,0.000244755,0.299680654,0.129496403,0.154471545,0.380952381,0.140518417,0.274180328,0.043617704,0.00912147,0.015948276,0.560070671,1,4.869271392
Acer beTouch E100 (Acer C1),10/1/2009,2009.75,1705,0.124973296,0.008388246,0.263664231,0.107913669,0.056910569,0.182539683,0.135061392,0.262295082,0.043296985,0.007965227,0.0125,0.252650177,6,4.593985679
Acer beTouch E100 B (Acer C1),10/1/2009,2009.75,1706,0.124973296,0.008388246,0.263664231,0.107913669,0.056910569,0.182539683,0.135061392,0.262295082,0.043296985,0.007965227,0.0125,0.252650177,6,4.593985679
Acer beTouch E101 (Acer E1),10/1/2009,2009.75,1707,0.124973296,0.008388246,0.263664231,0.107913669,0.056910569,0.182539683,0.135061392,0.262295082,0.043296985,0.007965227,0.0125,0.252650177,6,4.593985679
Acer beTouch E200 (Acer L1),10/1/2009,2009.75,1708,0.124973296,0.008388246,0.263664231,0.09352518,0.056910569,0.182539683,0.128240109,0.25,0.059653624,0.009956534,0.018534483,0.281423523,6,4.091339716
Acer beTouch E200 B (Acer L1),10/1/2009,2009.75,1709,0.124973296,0.008388246,0.263664231,0.09352518,0.056910569,0.182539683,0.128240109,0.25,0.059653624,0.009956534,0.018534483,0.281423523,6,4.091339716
Acer neoTouch S200 (Acer F1),10/1/2009,2009.75,1710,0.124973296,0.008388246,0.499771896,0.151079137,0.154471545,0.380952381,0.154160982,0.285245902,0.037844772,0.009763827,0.015086207,0.510853104,1,5.127825381
Archos 5 Internet Tablet 160GB,10/1/2009,2009.75,1711,0.124973296,0.499999488,0.399726275,0.223021583,0.154471545,0.380952381,0.372987722,0.122131148,0.089159718,0.046378177,0.048706897,0.22387683,6,25.77388638
AT_T HTC Pure (HTC Topaz 210),10/1/2009,2009.75,1712,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127694407,0.25,0.057087877,0.055178468,0.040948276,0.17617365,6,59.39165041
AT_T HTC Tilt2 T7377 (HTC Rhodium 300),10/1/2009,2009.75,1713,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.035929169,0.040948276,0.17617365,6,48.01928238
Casio Cassiopeia DT-5300 M30S,10/1/2009,2009.75,1714,0.062471389,0.004193611,0.311686129,0.143884892,0.154471545,0.301587302,0.195088677,0.450819672,0.121231559,0.057598013,0.049568966,0.433619384,1,2.817145279
Casio Cassiopeia DT-5300 M30SC,10/1/2009,2009.75,1715,0.062471389,0.004193611,0.311686129,0.143884892,0.154471545,0.301587302,0.195088677,0.450819672,0.121231559,0.056955656,0.046336207,0.433619384,1,2.817145279
Garmin-Asus nuvifone M20 4GB NA,10/1/2009,2009.75,1716,0.062471389,0.062079576,0.263664231,0.079136691,0.154471545,0.301587302,0.125511596,0.189754098,0.042976267,0.004260968,0.008405172,0.610297829,1,5.251735879
Highscreen PP5420,10/1/2009,2009.75,1717,0.062471389,0.004193611,0.263664231,0.09352518,0.056910569,0.182539683,0.128240109,0.266393443,0.04425914,0.007536989,0.012931034,0.281423523,6,3.839564958
HTC Snap US S522 (HTC Maple 120),10/1/2009,2009.75,1718,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086,6,2.336384152
HTC Tattoo A3232 (HTC Click 100),10/1/2009,2009.75,1719,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.132878581,0.233606557,0.050673509,0.008093698,0.011422414,0.249116608,6,4.220360155
HTC Touch2 T3333 (HTC Mega 100),10/1/2009,2009.75,1720,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.132332879,0.225409836,0.043617704,0.006359335,0.010775862,0.254164563,6,4.219143208
Huawei U8230,10/1/2009,2009.75,1721,0.062471389,0.004193611,0.263664231,0.129496403,0.089430894,0.222222222,0.152796726,0.274590164,0.048107761,0.00473203,0.016163793,0.276375568,6,6.201214254
LG GM750 (LG Layla),10/1/2009,2009.75,1722,0.124973296,0.008388246,0.263664231,0.09352518,0.056910569,0.182539683,0.136425648,0.249180328,0.037203335,0.006359335,0.012931034,0.281423523,6,3.85851018
Mobile Compia MM3 MC-8000,10/1/2009,2009.75,1723,0.062471389,0.004193611,0.311686129,0.129496403,0.154471545,0.301587302,0.206002729,0.655737705,0.325208467,0.198980794,0.121336207,0.464159515,3,1.600751425
Nokia 5230,10/1/2009,2009.75,1724,0.062471389,0.004193611,0.216642789,0.107913669,0.105691057,0.301587302,0.123328786,0.254098361,0.053880693,0.008372053,0.011853448,0.469207471,1,4.620140001
Prestigio GeoVision 110,10/1/2009,2009.75,1725,0.031220435,0.001047635,0.185628647,0.129496403,0.089430894,0.103174603,0.252387449,0.104508197,0.041051956,0.010299124,0.013362069,0.17617365,0,11.27094589
Prestigio GeoVision 360,10/1/2009,2009.75,1726,0.031220435,0.016777517,0.249657844,0.129496403,0.089430894,0.103174603,0.255115962,0.110655738,0.108402822,0.027985354,0.021551724,0.17617365,0,10.53093429
Samsung GT-B7300 OmniaLITE (Samsung Buckingham),10/1/2009,2009.75,1727,0.124973296,0.008388246,0.399726275,0.09352518,0.12195122,0.103174603,0.123601637,0.237704918,0.043617704,0.005866861,0.010560345,0.281423523,6,5.407241605
Samsung GT-B7320 OmniaPRO,10/1/2009,2009.75,1728,0.124973296,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.145156889,0.253688525,0.041693393,0.008414877,0.008836207,0.308430086,6,2.633955501
Samsung GT-B7330 OmniaPRO,10/1/2009,2009.75,1729,0.124973296,0.008388246,0.263664231,0.064748201,0.089430894,0.142857143,0.14324693,0.270081967,0.03014753,0.006230863,0.01012931,0.32382635,6,3.149084049
Samsung GT-B7610 OmniaPRO (Samsung Louvre),10/1/2009,2009.75,1730,0.124973296,0.008388246,0.399726275,0.129496403,0.154471545,0.380952381,0.139972715,0.260655738,0.064785119,0.013125495,0.021336207,0.560070671,1,5.141890749
Samsung GT-B7620 Giorgio Armani,10/1/2009,2009.75,1731,0.124973296,0.008388246,0.399726275,0.129496403,0.154471545,0.380952381,0.141336971,0.284836066,0.065426555,0.014667152,0.022413793,0.560070671,1,4.659966156
Samsung GT-i7500L Galaxy,10/1/2009,2009.75,1732,0.093722343,0.125838031,0.263664231,0.107913669,0.089430894,0.222222222,0.135061392,0.270491803,0.037203335,0.008479113,0.011637931,0.524230187,1,1.979455199
Samsung GT-i8000L Omnia II M16 16GB,10/1/2009,2009.75,1733,0.124973296,0.255032794,0.399726275,0.143884892,0.154471545,0.380952381,0.144884038,0.282786885,0.037203335,0.008479113,0.01487069,0.524230187,1,5.226311921
Samsung GT-i8000U M2 2GB,10/1/2009,2009.75,1734,0.124973296,0.008388246,0.399726275,0.143884892,0.154471545,0.380952381,0.144884038,0.282786885,0.037203335,0.008479113,0.01487069,0.524230187,1,5.226311921
Samsung SPH-i350 Intrepid,10/1/2009,2009.75,1735,0.124973296,0.008388246,0.263664231,0.057553957,0.089430894,0.103174603,0.156889495,0.270081967,0.043617704,0.010877246,0.012931034,0.291771832,6,2.557903765
Sony Ericsson Satio U1i / Idou (SE Satio),10/1/2009,2009.75,1736,0.124973296,0.004193611,0.299680654,0.129496403,0.105691057,0.301587302,0.132332879,0.258196721,0.04425914,0.007708284,0.014224138,0.416961131,1,5.365888767
Sprint HTC Hero A6277 (HTC Hero 200),10/1/2009,2009.75,1737,0.140598773,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.136152797,0.263114754,0.049390635,0.009421236,0.0145625,0.344522968,6,4.673765614
Stuart Hughes iPod Touch Supreme,10/1/2009,2009.75,1738,0.062471389,0.499999488,0.265665143,0.129496403,0.089430894,0.222222222,0.151432469,0.25,0.025016036,0.005160268,0.036637931,0.30338213,6,5.703429188
T-Mobile Pulse (Huawei U8220),10/1/2009,2009.75,1739,0.093722343,0.004193611,0.263664231,0.129496403,0.089430894,0.222222222,0.152796726,0.274590164,0.048107761,0.011669486,0.016163793,0.30338213,6,5.146311152
TMN Bluebelt II,10/1/2009,2009.75,1740,0.124973296,0.031878203,0.263664231,0.057553957,0.089430894,0.103174603,0.162346521,0.266393443,0.037203335,0.009721003,0.017025862,0.295053004,6,2.45072048
TMN Silverbelt (ZTE Raise),10/1/2009,2009.75,1741,0.124973296,0.125838031,0.263664231,0.107913669,0.12195122,0.103174603,0.137789905,0.258196721,0.041051956,0.007644049,0.018534483,0.257193337,6,5.346522587
Verizon HTC Imagio XV6975 (HTC Whitestone 100),10/1/2009,2009.75,1742,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.150613915,0.282786885,0.050673509,0.012376079,0.019396552,0.545179202,1,4.648536676
Acer neoTouch S200 B (Acer F1),11/1/2009,2009.833333,1743,0.124973296,0.008388246,0.499771896,0.151079137,0.154471545,0.380952381,0.154160982,0.285245902,0.037844772,0.009763827,0.015086207,0.510853104,1,5.127825381
AT_T BlackBerry Bold 9700 (RIM Onyx),11/1/2009,2009.833333,1744,0.124973296,0.004193611,0.311686129,0.050359712,0.154471545,0.162698413,0.145975443,0.245901639,0.051314945,0.476479027,0.310344828,0.188793539,6,19.64338491
Highscreen Zeus (Geeksphone One),11/1/2009,2009.833333,1745,0.124973296,0.008388246,0.263664231,0.107913669,0.056910569,0.182539683,0.132332879,0.25,0.057729314,0.010127829,0.013922414,0.257193337,6,4.747041445
HTC Droid Eris A6376,11/1/2009,2009.833333,1746,0.140598773,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.135061392,0.262295082,0.04425914,0.008179346,0.012931034,0.344522968,6,4.72625695
HTC HD2 T8585 (HTC Leo 100),11/1/2009,2009.833333,1747,0.218726157,0.008388246,0.499771896,0.18705036,0.154471545,0.380952381,0.165075034,0.293032787,0.031430404,0.00957112,0.020905172,0.436648157,2,6.380552827
LG GM730f,11/1/2009,2009.833333,1748,0.124973296,0.008388246,0.263664231,0.09352518,0.056910569,0.182539683,0.136698499,0.249180328,0.037203335,0.006402158,0.01012931,0.281423523,6,3.850808571
Motorola Droid A855 / Tao  (Motorola Sholes),11/1/2009,2009.833333,1749,0.124973296,0.008388246,0.299680654,0.143884892,0.154471545,0.407738095,0.145975443,0.273770492,0.048749198,0.010941481,0.023491379,0.561080262,1,5.006259519
Nokia X6 / X6-00 32GB (Nokia Alvin),11/1/2009,2009.833333,1750,0.062471389,0.008388246,0.216592766,0.107913669,0.105691057,0.301587302,0.121418827,0.254098361,0.049390635,0.007280046,0.013362069,0.469207471,1,4.692816358
Prestigio GeoVision 3100,11/1/2009,2009.833333,1751,0.031220435,0.008388246,0.185628647,0.129496403,0.089430894,0.103174603,0.252387449,0.104508197,0.041051956,0.010299124,0.013362069,0.17617365,0,11.27094589
Prestigio GeoVision 4100,11/1/2009,2009.833333,1752,0.031220435,0.008388246,0.185628647,0.18705036,0.154471545,0.119047619,0.306957708,0.104508197,0.04425914,0.015245273,0.022413793,0.21251893,0,12.69243839
QiGi AK008,11/1/2009,2009.833333,1753,0.062471389,0.004193611,0.311686129,0.107913669,0.12195122,0.142857143,0.14324693,0.262295082,0.057087877,0.011969253,0.012931034,0.288490661,6,5.571204771
QiGi AK008C,11/1/2009,2009.833333,1754,0.062471389,0.004193611,0.311686129,0.107913669,0.12195122,0.103174603,0.14324693,0.262295082,0.057087877,0.011969253,0.012931034,0.252650177,6,5.246193093
QiGi AK008W,11/1/2009,2009.833333,1755,0.062471389,0.004193611,0.311686129,0.107913669,0.12195122,0.103174603,0.14324693,0.262295082,0.057087877,0.011969253,0.012931034,0.252650177,6,5.246193093
QiGi AK008W B,11/1/2009,2009.833333,1756,0.062471389,0.004193611,0.311686129,0.107913669,0.12195122,0.103174603,0.14324693,0.262295082,0.057087877,0.011969253,0.012931034,0.252650177,6,5.246193093
QiGi Smartbook U1000,11/1/2009,2009.833333,1757,0.124973296,0.002096294,0.311686129,0.237410072,0.154471545,0.380952381,0.21473397,0.381967213,0.036561899,0.02117637,0.02737069,0.358909642,1,5.569575454
RIM BlackBerry Bold 9700 (RIM Onyx),11/1/2009,2009.833333,1758,0.124973296,0.004193611,0.311686129,0.050359712,0.154471545,0.162698413,0.145975443,0.245901639,0.048107761,0.010170653,0.013362069,0.508329127,1,2.709571347
RIM BlackBerry Storm 2 9550 (RIM Odin),11/1/2009,2009.833333,1759,0.124973296,0.004193611,0.311686129,0.115107914,0.105691057,0.222222222,0.151432469,0.260245902,0.050032072,0.011455367,0.020474138,0.351337708,6,4.828067093
Samsung GT-B7320L OmniaPRO,11/1/2009,2009.833333,1760,0.124973296,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.145156889,0.253688525,0.041693393,0.008414877,0.008836207,0.308430086,6,2.633955501
Samsung GT-i5700 Galaxy Spica,11/1/2009,2009.833333,1761,0.124973296,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.137789905,0.270491803,0.045542014,0.009078646,0.013793103,0.344522968,6,4.492283838
Samsung GT-i6410 M1,11/1/2009,2009.833333,1762,0.124973296,0.016777517,0.299680654,0.107913669,0.056910569,0.182539683,0.133424284,0.254098361,0.046183451,0.008072287,0.010991379,0.257193337,6,4.632271956
Samsung GT-i8000L Omnia II M8 8GB,11/1/2009,2009.833333,1763,0.124973296,0.129193739,0.399726275,0.143884892,0.154471545,0.380952381,0.144884038,0.282786885,0.037203335,0.008479113,0.01487069,0.524230187,1,5.226311921
Samsung GT-i8000T Omnia Icon M8 8GB,11/1/2009,2009.833333,1764,0.124973296,0.008388246,0.399726275,0.143884892,0.154471545,0.380952381,0.144884038,0.282786885,0.037203335,0.008479113,0.01487069,0.524230187,1,5.226311921
Samsung GT-i8320 Protector,11/1/2009,2009.833333,1765,0.124973296,0.000244755,0.299680654,0.129496403,0.154471545,0.380952381,0.140518417,0.274180328,0.043617704,0.00912147,0.015948276,0.560070671,1,4.869271392
Samsung SCH-i329,11/1/2009,2009.833333,1766,0.062471389,0.008388246,0.399726275,0.09352518,0.12195122,0.103174603,0.123601637,0.241393443,0.044130853,0.00608098,0.011034483,0.281423523,6,5.32461821
Samsung SCH-M510,11/1/2009,2009.833333,1767,0.124973296,0.251677086,0.299680654,0.129496403,0.154471545,0.380952381,0.140518417,0.274180328,0.043617704,0.00912147,0.015948276,0.560070671,1,4.869271392
Samsung SGH-t939 Behold II,11/1/2009,2009.833333,1768,0.15622425,0.008388246,0.499771896,0.107913669,0.089430894,0.222222222,0.135061392,0.274590164,0.04425914,0.007215811,0.012715517,0.481322564,1,2.313057437
Samsung SPH-M7350 OZ Omnia,11/1/2009,2009.833333,1769,0.124973296,0.008388246,0.399726275,0.143884892,0.154471545,0.380952381,0.145429741,0.278688525,0.046824888,0.010641715,0.015086207,0.524230187,1,5.283270099
Samsung SPH-M900 Moment,11/1/2009,2009.833333,1770,0.140598773,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.136152797,0.263114754,0.049390635,0.009421236,0.021551724,0.344522968,6,4.673765614
SoftBank X01SC OmniaPRO,11/1/2009,2009.833333,1771,0.124973296,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.145156889,0.253688525,0.041693393,0.008414877,0.009461207,0.308430086,6,2.633955501
T-Mobile BlackBerry Bold 9700 (RIM Onyx),11/1/2009,2009.833333,1772,0.124973296,0.004193611,0.311686129,0.050359712,0.154471545,0.162698413,0.145975443,0.245901639,0.051314945,0.010299124,0.013362069,0.508329127,1,2.709571347
Verizon HTC Hero (HTC Hero),11/1/2009,2009.833333,1773,0.140598773,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.136152797,0.263114754,0.049390635,0.009421236,0.0145625,0.344522968,6,4.673765614
Vodafone 360 M1,11/1/2009,2009.833333,1774,0.124973296,0.016777517,0.299680654,0.107913669,0.056910569,0.182539683,0.133424284,0.254098361,0.046183451,0.008072287,0.010991379,0.257193337,6,4.632271956
Acer Liquid S100 (Acer A1),12/1/2009,2009.916667,1775,0.124973296,0.008388246,0.383718976,0.129496403,0.154471545,0.380952381,0.152796726,0.270491803,0.041051956,0.009785239,0.016163793,0.560070671,1,4.539054149
Camangi WebStation WS171,12/1/2009,2009.916667,1776,0.062471389,0.004193611,0.311686129,0.381294964,0.284552846,0.222222222,0.309686221,0.618852459,0.053880693,0.041410616,0.049568966,0.390711762,3,2.161366645
Dopod A3288 (HTC Click 100),12/1/2009,2009.916667,1777,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.132878581,0.233606557,0.050673509,0.008093698,0.011422414,0.249116608,6,4.220360155
Dopod T5399 (HTC Twin 10000),12/1/2009,2009.916667,1778,0.140598773,0.008388246,0.263664231,0.079136691,0.154471545,0.301587302,0.128240109,0.233606557,0.060295061,0.009378413,0.021982759,0.620646138,1,4.037053647
Dopod T8388 (HTC Qilin),12/1/2009,2009.916667,1779,0.187475204,0.008388246,0.299680654,0.136690647,0.154471545,0.380952381,0.145975443,0.277868852,0.051956382,0.011862193,0.018318966,0.545179202,1,4.881136521
Hewlett-Packard iPAQ K3 Glisten (Pegatron Obsidian),12/1/2009,2009.916667,1780,0.124973296,0.008388246,0.266165371,0.057553957,0.089430894,0.103174603,0.15361528,0.261065574,0.046824888,0.010855834,0.015517241,0.298334175,6,2.585058311
HTC HD2 GSM (HTC Leo),12/1/2009,2009.916667,1781,0.218726157,0.008388246,0.499771896,0.18705036,0.154471545,0.380952381,0.165075034,0.293032787,0.031430404,0.00957112,0.020905172,0.436648157,2,6.380552827
